playersID,teamID,Ability,Character_Level,Grenade,KDA,Lightlevel,Melee,Super,assists,avg_score_per_life,deaths,efficiency,kills,score,Auto Rifle,Fusion Rifle,Grenade Launcher,Hand Cannon,Linear Fusion Rifle,Pulse Rifle,Rocket Launcher,Scout Rifle,Shotgun,Sidearm,Sniper Rifle,Submachine Gun,Sword,Trace Rifle,weapon_kills,Pro Auto Rifle,Pro Fusion Rifle,Pro Grenade Launcher,Pro Hand Cannon,Pro Linear Fusion Rifle,Pro Pulse Rifle,Pro Rocket Launcher,Pro Scout Rifle,Pro Shotgun,Pro Sidearm,Pro Sniper Rifle,Pro Submachine Gun,Pro Sword,Pro Trace Rifle
2305843009260294880,2305843009260294880230584300926065511223058430092657851422305843009265925242,0.0,20.0,0.888888888888889,1.8686128686128687,299.3333333333333,0.11111111111111112,1.777777777777778,4.444444444444444,0.37414021164021166,9.222222222222221,2.202215068881736,9.222222222222221,2.3333333333333335,39.0,0.0,0.0,0.0,0.0,17.6,3.15,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,63.416666666666664,0.6149802890932983,0.0,0.0,0.0,0.0,0.2775295663600526,0.04967148488830486,0.05781865965834428,0.0,0.0,0.0,0.0,0.0,0.0
2305843009260301047,2305843009260301047230584300926407495723058430092908951392305843009290965137,0.0,20.0,0.3,0.8761655011655012,291.4,0.7,0.7,3.1,0.3418803418803419,11.4,1.0142191142191144,8.2,3.2,3.8,0.0,0.0,0.0,0.0,1.0,2.8,2.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.71111111111111,0.391304347826087,0.0,0.0,0.0,0.0,0.10297482837528604,0.28832951945080093,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.0
2305843009260304802,2305843009260304802230584300926112491023058430092627147842305843009269893032,0.0,25.0,0.25,7.342559523809523,314.375,0.5,1.125,6.5,1.853720238095238,4.625,8.58234126984127,16.5,7.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,14.433333333333332,0.40415704387990764,0.0,0.0,0.0,0.0,0.0,0.20785219399538107,0.0,0.0,0.0,0.0,0.38799076212471134,0.0,0.0
2305843009260306096,2305843009260306096230584300926893816923058430092689547272305843009284689157,0.0,20.0,0.75,5.377976190476191,303.0,0.5,0.75,1.875,1.412450396825397,4.375,5.8415178571428585,9.5,4.375,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.9444444444444444,0.0,4.5,2.6,4.0,0.0,0.0,18.044444444444444,0.11083743842364532,0.05541871921182266,0.0,0.05541871921182266,0.0,0.0,0.05541871921182266,0.10775862068965517,0.0,0.24938423645320199,0.14408866995073893,0.22167487684729065,0.0,0.0
2305843009260307017,2305843009260307017230584300926409646823058430092643115142305843009267824705,0.0,25.0,0.6428571428571429,2.997785052249338,334.0,0.21428571428571427,0.0,6.5,0.5809723889555822,7.571428571428571,3.9419513026655886,9.428571428571429,3.2857142857142856,4.363636363636363,0.0,2.125,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,4.052631578947368,0.0,0.0,12.691267942583732,0.343829819319692,0.0,0.16743795888745416,0.0,0.0,0.0,0.0,0.16940781722730658,0.0,0.0,0.0,0.3193244045655473,0.0,0.0
2305843009260309699,2305843009260309699230584300926052035523058430092659082862305843009283578425,0.09090909090909091,20.0,0.5454545454545454,0.9798701298701299,304.0,0.36363636363636365,0.18181818181818182,1.9090909090909092,0.5390331890331891,5.909090909090909,1.171933621933622,4.2727272727272725,3.1818181818181817,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.75,0.0,0.0,0.0,0.0,1.0,0.0,6.75,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.25925925925925924,0.0,0.0,0.0,0.0,0.14814814814814814,0.0
2305843009260313050,2305843009260313050230584300926156342923058430092662893912305843009294828645,0.0,24.833333333333332,0.25,0.6927910052910051,292.6666666666667,0.8333333333333334,0.3333333333333333,1.8333333333333333,0.26491402116402113,6.916666666666667,0.8199404761904763,3.75,2.1666666666666665,1.8333333333333333,2.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.25,0.27272727272727276,0.0,0.4772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305843009260314368,2305843009260314368230584300928558757523058430092859879742305843009294145614,0.0,25.0,0.2222222222222222,0.12037037037037036,335.0,0.0,0.0,0.1111111111111111,0.013888888888888888,6.111111111111111,0.12962962962962962,0.6666666666666666,0.1111111111111111,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2305843009260314920,2305843009260314920230584300926119480823058430092642156462305843009268588711,0.0,25.0,1.125,3.1210317460317465,335.0,0.125,0.625,2.0,1.8256944444444447,4.5,3.6574900793650786,5.5,4.625,3.1956521739130435,0.0,1.0,0.0,0.0,3.5,1.0,1.542016806722689,0.0,0.0,0.0,0.0,0.0,0.0,10.237668980635732,0.3121464641958566,0.0,0.0976784853946218,0.0,0.0,0.3418746988811763,0.0976784853946218,0.15062186613372353,0.0,0.0,0.0,0.0,0.0,0.0
2305843009260314920,2305843009260314920230584300926119480923058430092642156462305843009290826059,0.0,25.0,0.41666666666666663,1.1422649110149108,335.0,0.16666666666666666,0.5833333333333334,3.166666666666667,0.24722222222222218,7.75,1.4327411014911013,5.166666666666667,1.3333333333333333,3.1956521739130435,0.0,1.0,0.0,0.0,3.5,1.0,1.542016806722689,0.0,0.0,0.0,0.0,0.0,0.0,10.237668980635732,0.3121464641958566,0.0,0.0976784853946218,0.0,0.0,0.3418746988811763,0.0976784853946218,0.15062186613372353,0.0,0.0,0.0,0.0,0.0,0.0
2305843009260316089,2305843009260316089230584300926062538423058430092612055292305843009261749690,0.0,20.0,0.3333333333333333,4.67716049382716,304.0,0.3333333333333333,1.4444444444444444,5.222222222222222,0.7419753086419751,5.222222222222222,5.762037037037037,8.666666666666666,2.444444444444445,3.5,4.5,1.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,0.0,4.555555555555555,0.0,0.0,18.055555555555557,0.19384615384615383,0.2492307692307692,0.05538461538461538,0.0,0.0,0.0,0.0,0.13846153846153844,0.0,0.11076923076923076,0.0,0.2523076923076923,0.0,0.0
2305843009260316283,2305843009260316283230584300926314086023058430092645178102305843009271474006,0.0,20.0,0.5,1.8226686507936505,304.0833333333333,0.16666666666666666,0.16666666666666666,2.3333333333333335,0.8016714766714765,5.416666666666666,2.2393849206349206,5.166666666666667,3.666666666666667,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,1.8,3.357142857142857,0.0,0.0,0.0,3.25,0.0,0.0,13.073809523809523,0.1529775997086141,0.2039701329448188,0.0,0.0,0.0,0.0,0.1376798397377527,0.25678382808231653,0.0,0.0,0.0,0.24858859952649792,0.0,0.0
2305843009260317577,2305843009260317577230584300926310139923058430092639057532305843009265306956,0.0,25.0,0.7777777777777778,2.2932980599647266,329.0,1.111111111111111,1.6666666666666665,4.444444444444444,0.3377085877085877,9.888888888888888,2.5241622574955906,18.222222222222225,3.222222222222222,4.85,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1.75,0.0,1.0,4.25,0.0,0.0,23.85,0.2033542976939203,0.0,0.0,0.0,0.0,0.25157232704402516,0.08385744234800838,0.16771488469601675,0.07337526205450734,0.0,0.04192872117400419,0.17819706498951782,0.0,0.0
2305843009260320897,2305843009260320897230584300926158113123058430092859363332305843009289667258,0.0,20.0,0.125,2.4155505952380953,300.375,0.375,0.0,1.625,0.6242559523809524,5.875,2.578125,8.625,3.0,12.0,2.0,0.0,17.0,0.0,2.0,6.666666666666667,34.5,8.0,7.0,0.0,7.5,0.0,2.0,98.66666666666666,0.12162162162162163,0.02027027027027027,0.0,0.1722972972972973,0.0,0.02027027027027027,0.06756756756756757,0.34966216216216217,0.08108108108108109,0.07094594594594596,0.0,0.07601351351351351,0.0,0.02027027027027027
2305843009260322782,2305843009260322782230584300927686529223058430092848854692305843009294824270,0.0,20.0,0.3333333333333333,1.0164021164021164,303.0,0.3333333333333333,0.4444444444444444,4.0,1.7273569023569022,10.222222222222221,1.224707391374058,7.222222222222222,17.666666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.777777777777778,1.0,0.0,0.0,0.0,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.1285714285714286,0.0,0.7428571428571429,0.1285714285714286,0.0,0.0,0.0,0.0,0.0
2305843009260323512,2305843009260323512230584300926296799123058430092654352112305843009268112291,0.0,20.0,0.18181818181818182,2.7637764196587726,292.1818181818182,1.0,1.4545454545454546,6.2727272727272725,0.6054743236561418,7.363636363636363,3.4110644257703076,12.272727272727273,3.8181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.2727272727272725,1.0,0.0,0.0,2.9,0.0,0.0,11.672727272727274,0.0,0.0,0.0,0.0,0.0,0.0,0.12850467289719625,0.5373831775700934,0.08566978193146417,0.0,0.0,0.24844236760124608,0.0,0.0
2305843009260328385,2305843009260328385230584300926039096223058430092612595312305843009279046781,0.0,20.0,0.2,1.7163315850815848,304.9,0.1,0.0,3.7,0.4158730158730159,8.3,1.9850874125874125,10.2,3.1,6.8,0.0,0.0,0.0,0.0,0.0,1.4,1.8571428571428572,0.0,0.0,0.0,5.0,0.0,0.0,15.057142857142857,0.45161290322580644,0.0,0.0,0.0,0.0,0.0,0.09297912713472485,0.12333965844402278,0.0,0.0,0.0,0.33206831119544594,0.0,0.0
2305843009260328969,2305843009260328969230584300926193098023058430092672794392305843009283496361,0.0,25.0,0.8888888888888888,3.90679012345679,335.0,0.3333333333333333,0.2222222222222222,3.111111111111111,1.4222222222222223,3.4444444444444446,4.728395061728396,7.0,4.555555555555555,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.2222222222222223,0.0,0.0,7.2936507936507935,0.352557127312296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20565832426550598,0.0,0.0,0.44178454842219805,0.0,0.0
