,matchID,playersID,referenceID,uniqueWeaponKills,uniqueWeaponKillsPrecisionKills,uniqueWeaponPrecisionKills
97,1241027238,2305843009263714230,1911843791,3.0,0.0,0.0
98,1241027238,2305843009263714230,1773600468,1.0,0.0,0.0
99,1241027238,2305843009268791524,468276817,2.0,0.0,0.0
100,1241027238,2305843009268791524,1644162710,1.0,1.0,1.0
101,1241027238,2305843009262499376,3762467076,5.0,0.8,4.0
102,1241027238,2305843009262499376,1331482397,1.0,1.0,1.0
103,1241027238,2305843009263326965,1331482397,2.0,0.0,0.0
104,1241027238,2305843009262443812,472847207,3.0,0.3333333333333333,1.0
105,712854471,2305843009266439428,566976653,4.0,0.0,0.0
106,712854471,2305843009266439428,3762467076,10.0,0.5,5.0
107,712854471,2305843009266439428,1508896098,1.0,0.0,0.0
108,712854471,2305843009267641022,1644162710,13.0,0.46153846153846156,6.0
109,712854471,2305843009267641022,1018072983,2.0,0.0,0.0
110,712854471,2305843009264515261,3954531357,1.0,1.0,1.0
111,712854471,2305843009266958644,1331482397,2.0,0.0,0.0
112,712854471,2305843009269193257,1331482397,1.0,0.0,0.0
113,712854471,2305843009269193257,1644162710,3.0,0.3333333333333333,1.0
114,712854471,2305843009269193257,1960218487,1.0,1.0,1.0
115,712854471,2305843009295636279,3762467076,3.0,1.0,3.0
116,712854471,2305843009295636279,1644162710,3.0,0.3333333333333333,1.0
117,644918367,2305843009261769276,2860172149,5.0,0.2,1.0
118,644918367,2305843009261769276,731147177,4.0,0.0,0.0
119,644918367,2305843009261769276,1911843791,1.0,0.0,0.0
120,644918367,2305843009261769276,3860697508,1.0,0.0,0.0
121,644918367,2305843009262401526,1331482397,4.0,0.5,2.0
122,644918367,2305843009262401526,3691881271,2.0,0.0,0.0
123,644918367,2305843009262401526,3854359821,1.0,1.0,1.0
124,644918367,2305843009285427385,1281822857,2.0,0.0,0.0
125,644918367,2305843009285427385,3762467076,3.0,1.0,3.0
126,644918367,2305843009262408981,174804902,2.0,1.0,2.0
127,644918367,2305843009262408981,1644162710,7.0,0.2857142857142857,2.0
128,644918367,2305843009266287692,2362471600,3.0,0.0,0.0
129,644918367,2305843009266287692,1325579289,2.0,0.0,0.0
130,644918367,2305843009266287692,1331482397,2.0,0.5,1.0
131,644918367,2305843009261843263,3762467076,4.0,0.25,1.0
132,644918367,2305843009261843263,1587439031,2.0,1.0,2.0
133,644918367,2305843009279256598,3762467076,5.0,0.6,3.0
134,644918367,2305843009260310139,3762467076,1.0,1.0,1.0
135,600201491,2305843009279429334,1331482397,1.0,1.0,1.0
136,600201491,2305843009279429334,3762467076,1.0,1.0,1.0
137,600201491,2305843009290206105,3361694402,1.0,1.0,1.0
138,600201491,2305843009268262368,3854359821,1.0,0.0,0.0
139,600201491,2305843009268262368,582335600,1.0,1.0,1.0
140,767057590,2305843009285818692,3762467076,11.0,0.45454545454545453,5.0
141,767057590,2305843009285818692,1331482397,1.0,1.0,1.0
142,767057590,2305843009272927807,1911843791,9.0,0.2222222222222222,2.0
143,767057590,2305843009272927807,4425887,2.0,0.5,1.0
144,767057590,2305843009272927807,3580904580,2.0,0.0,0.0
145,767057590,2305843009269532662,1331482397,4.0,0.25,1.0
146,767057590,2305843009269532662,3089417788,1.0,1.0,1.0
147,767057590,2305843009270141316,2014642399,5.0,0.2,1.0
148,767057590,2305843009261218213,3906942101,3.0,0.0,0.0
149,767057590,2305843009261218213,4425887,5.0,0.6,3.0
150,767057590,2305843009262768888,1909527966,3.0,0.3333333333333333,1.0
151,767057590,2305843009269493673,566976653,3.0,0.6666666666666666,2.0
152,767057590,2305843009269493673,1909527966,2.0,0.0,0.0
153,767057590,2305843009266287691,582335600,3.0,0.0,0.0
154,767057590,2305843009266287691,1342668638,1.0,0.0,0.0
155,767057590,2305843009266287691,3141979346,2.0,1.0,2.0
156,720817072,2305843009262618724,1909527966,7.0,0.5714285714285714,4.0
157,720817072,2305843009262618724,1960218487,3.0,0.3333333333333333,1.0
158,720817072,2305843009262618724,3445437901,2.0,0.0,0.0
159,720817072,2305843009268482758,1048266744,1.0,0.0,0.0
160,720817072,2305843009268482758,1018072983,5.0,0.0,0.0
161,720817072,2305843009268482758,925326393,3.0,0.0,0.0
162,720817072,2305843009260833666,1911843791,2.0,0.0,0.0
163,720817072,2305843009260833666,1331482397,4.0,0.75,3.0
164,720817072,2305843009284924979,2907129557,1.0,0.0,0.0
165,720817072,2305843009284924979,1345867571,1.0,0.0,0.0
166,720817072,2305843009284924979,705774642,1.0,0.0,0.0
167,720817072,2305843009284924979,339343290,4.0,0.25,1.0
168,720817072,2305843009268383409,1281822857,6.0,0.5,3.0
169,720817072,2305843009268383409,1180270694,1.0,0.0,0.0
170,720817072,2305843009272228278,2907129557,1.0,0.0,0.0
171,720817072,2305843009272228278,3762467076,5.0,0.4,2.0
172,720817072,2305843009270370039,3762467076,6.0,0.6666666666666666,4.0
173,720817072,2305843009270370039,3691881271,1.0,0.0,0.0
174,720817072,2305843009261918135,3762467076,3.0,0.3333333333333333,1.0
175,713091658,2305843009265153973,1331482397,4.0,0.0,0.0
176,713091658,2305843009265153973,1911843791,2.0,0.0,0.0
177,713091658,2305843009269147380,1331482397,9.0,0.6666666666666666,6.0
178,713091658,2305843009269147380,1911843791,7.0,0.14285714285714285,1.0
179,713091658,2305843009269147380,3582424018,2.0,0.0,0.0
180,713091658,2305843009270370039,3762467076,10.0,0.8,8.0
181,713091658,2305843009270370039,731147177,3.0,0.0,0.0
182,713091658,2305843009261529363,3778520450,1.0,1.0,1.0
183,713091658,2305843009267548937,3762467076,1.0,0.0,0.0
184,713091658,2305843009284218668,3854359821,4.0,0.5,2.0
185,713091658,2305843009294875540,3762467076,1.0,0.0,0.0
186,712980938,2305843009260623551,566976653,5.0,0.8,4.0
187,712980938,2305843009260623551,4124984448,2.0,0.0,0.0
188,712980938,2305843009260623551,1983332561,1.0,0.0,0.0
189,712980938,2305843009262730924,3691881271,3.0,0.0,0.0
190,712980938,2305843009262730924,1331482397,5.0,0.4,2.0
191,712980938,2305843009262730924,1911843791,3.0,0.0,0.0
192,712980938,2305843009271329732,1331482397,5.0,0.6,3.0
193,712980938,2305843009271329732,1911843791,10.0,0.1,1.0
194,712980938,2305843009271329732,1325579289,1.0,0.0,0.0
195,712980938,2305843009284904230,1911843791,3.0,0.0,0.0
196,712980938,2305843009284904230,1331482397,3.0,1.0,3.0
197,712980938,2305843009265153973,1911843791,5.0,0.0,0.0
198,712980938,2305843009265153973,731147177,1.0,0.0,0.0
199,712980938,2305843009269147380,1331482397,3.0,1.0,3.0
200,712980938,2305843009269147380,3762467076,5.0,0.6,3.0
201,712980938,2305843009270370039,3762467076,5.0,0.8,4.0
202,712980938,2305843009270370039,1345867570,2.0,0.5,1.0
203,712980938,2305843009270370039,731147177,1.0,0.0,0.0
204,712980938,2305843009285034146,1331482397,1.0,0.0,0.0
205,712980938,2305843009285034146,3666954563,1.0,0.0,0.0
206,641281804,2305843009265507643,3762467076,12.0,0.3333333333333333,4.0
207,641281804,2305843009269577439,3141979346,2.0,0.5,1.0
208,641281804,2305843009269577439,3762467078,1.0,1.0,1.0
209,641281804,2305843009269577439,3854359821,5.0,1.0,5.0
210,641281804,2305843009290868251,566976653,6.0,0.3333333333333333,2.0
211,641281804,2305843009290868251,3854359821,3.0,0.6666666666666666,2.0
212,641281804,2305843009277298781,3628991659,9.0,0.4444444444444444,4.0
213,641281804,2305843009290745123,3185293912,6.0,0.16666666666666666,1.0
214,641281804,2305843009290745123,2213848861,2.0,0.0,0.0
215,641281804,2305843009290745123,1977926913,5.0,0.0,0.0
216,641281804,2305843009284247179,2700862858,3.0,0.0,0.0
217,641281804,2305843009284247179,3628991659,1.0,0.0,0.0
218,641281804,2305843009261383948,1331482397,2.0,1.0,2.0
219,641281804,2305843009261383948,3336215727,4.0,0.25,1.0
220,641281804,2305843009285825779,3762467076,3.0,0.0,0.0
221,648659994,2305843009261052385,1911843791,2.0,0.5,1.0
222,648659994,2305843009264563068,1331482397,1.0,0.0,0.0
223,648659994,2305843009277207078,273396910,2.0,0.5,1.0
224,648659994,2305843009277207078,1345867571,3.0,0.0,0.0
225,648659994,2305843009277386759,3854359821,4.0,0.25,1.0
226,648659994,2305843009271515777,1331482397,2.0,0.0,0.0
227,648659994,2305843009271515777,1909527966,3.0,0.3333333333333333,1.0
228,648659994,2305843009271515777,3666954561,1.0,1.0,1.0
229,648659994,2305843009289804738,1331482397,1.0,0.0,0.0
230,648659994,2305843009289804738,1911843791,4.0,0.25,1.0
231,648659994,2305843009289804738,2502422774,2.0,0.0,0.0
232,1367930457,2305843009277705819,566976653,1.0,0.0,0.0
233,1367930457,2305843009277705819,325519402,2.0,1.0,2.0
234,1367930457,2305843009277705819,1180270692,1.0,0.0,0.0
235,1367930457,2305843009290907104,1331482397,2.0,1.0,2.0
236,1367930457,2305843009290907104,3089417788,5.0,0.4,2.0
237,1367930457,2305843009319260171,4193877020,1.0,1.0,1.0
238,1367930457,2305843009319260171,566976653,4.0,0.25,1.0
239,1367930457,2305843009319260171,2907129557,1.0,0.0,0.0
240,1367930457,2305843009319260171,4174481098,1.0,0.0,0.0
241,1367930457,2305843009321748133,1345867570,6.0,0.0,0.0
242,1367930457,2305843009321748133,3628991659,1.0,0.0,0.0
243,1367930457,2305843009261123149,3762467076,6.0,0.16666666666666666,1.0
244,1367930457,2305843009268131706,3393130645,2.0,0.5,1.0
245,1367930457,2305843009268131706,3899270607,8.0,0.0,0.0
246,1367930457,2305843009293945103,1644162710,1.0,0.0,0.0
247,1340260370,2305843009261073901,3691881271,3.0,0.0,0.0
248,1340260370,2305843009261073901,3762467076,6.0,0.5,3.0
249,1340260370,2305843009261073901,2516360525,1.0,1.0,1.0
250,1340260370,2305843009270918911,3393130645,7.0,0.14285714285714285,1.0
251,1340260370,2305843009270918911,3691881271,2.0,0.0,0.0
252,1340260370,2305843009270918911,1960218487,1.0,0.0,0.0
253,1340260370,2305843009279807692,1048266744,2.0,0.5,1.0
254,1340260370,2305843009279807692,3393130645,4.0,0.5,2.0
255,1340260370,2305843009293769277,1331482397,1.0,0.0,0.0
256,1340260370,2305843009262343925,3393130645,8.0,0.5,4.0
257,1340260370,2305843009263034826,2414612777,6.0,0.8333333333333334,5.0
258,1340260370,2305843009290907104,1331482397,1.0,1.0,1.0
259,1340260370,2305843009290907104,3089417788,2.0,0.0,0.0
260,1340218021,2305843009260812273,1331482397,5.0,1.0,5.0
261,1340218021,2305843009260812273,1911843791,7.0,0.2857142857142857,2.0
262,1340218021,2305843009260812273,2707464805,1.0,0.0,0.0
263,1340218021,2305843009261759110,3899270607,3.0,0.0,0.0
264,1340218021,2305843009261759110,3762467076,7.0,0.2857142857142857,2.0
265,1340218021,2305843009261759110,566976653,1.0,0.0,0.0
266,1340218021,2305843009278750870,1331482397,5.0,0.6,3.0
267,1340218021,2305843009278750870,1911843791,1.0,1.0,1.0
268,1340218021,2305843009279588327,3393130645,3.0,0.0,0.0
269,1340218021,2305843009279588327,566976653,1.0,1.0,1.0
270,1340218021,2305843009262343925,3393130645,1.0,1.0,1.0
271,1340218021,2305843009263034826,1331482397,1.0,1.0,1.0
272,1340218021,2305843009290907104,3762467076,1.0,0.0,0.0
273,1340218021,2305843009320658125,1911843791,1.0,1.0,1.0
274,1339800076,2305843009290907104,3762467076,1.0,0.0,0.0
275,1339800076,2305843009290907104,731147177,13.0,0.15384615384615385,2.0
276,1339800076,2305843009268426981,1345867571,5.0,0.6,3.0
277,1339800076,2305843009309976700,1345867570,1.0,1.0,1.0
278,1339800076,2305843009309976700,2248667690,1.0,0.0,0.0
279,1339800076,2305843009284679426,3628991659,4.0,0.5,2.0
280,1339800076,2305843009320508352,2414612777,5.0,0.6,3.0
281,1339800076,2305843009270347531,1180270693,1.0,0.0,0.0
282,1339800076,2305843009270347531,1960218487,1.0,0.0,0.0
283,1339800076,2305843009262273550,3628991659,1.0,0.0,0.0
284,1339800076,2305843009267379690,2414612777,1.0,0.0,0.0
285,1339800076,2305843009267379690,1345867571,3.0,0.3333333333333333,1.0
286,1339759652,2305843009309174306,1960218487,4.0,0.0,0.0
287,1339759652,2305843009309174306,3312073053,4.0,0.5,2.0
288,1339759652,2305843009309174306,3336215727,2.0,0.0,0.0
289,1339759652,2305843009269779642,3762467076,1.0,1.0,1.0
290,1339759652,2305843009290907104,417474224,1.0,0.0,0.0
291,1339759652,2305843009290907104,1331482397,1.0,0.0,0.0
292,1339759652,2305843009264086982,1644162710,6.0,0.5,3.0
293,1339759652,2305843009264086982,3445437901,2.0,0.0,0.0
294,1339759652,2305843009294717996,1331482397,1.0,0.0,0.0
295,1339759652,2305843009310478102,3899270607,2.0,0.0,0.0
296,1339759652,2305843009310478102,582335600,3.0,0.6666666666666666,2.0
297,1339759652,2305843009315134774,3762467079,1.0,1.0,1.0
298,1339759652,2305843009313854264,3336215727,2.0,0.0,0.0
299,966695420,2305843009264025423,1911843791,5.0,0.0,0.0
300,966695420,2305843009264025423,1331482397,5.0,0.2,1.0
301,966695420,2305843009264025423,1325579289,1.0,0.0,0.0
302,966695420,2305843009266803908,1911843791,2.0,0.0,0.0
303,966695420,2305843009266803908,1331482397,1.0,1.0,1.0
304,966695420,2305843009267901436,3762467076,10.0,0.5,5.0
305,966695420,2305843009267901436,731147177,1.0,0.0,0.0
306,966695420,2305843009291674282,1911843791,2.0,1.0,2.0
307,966695420,2305843009291674282,1331482397,2.0,0.5,1.0
308,966695420,2305843009291674282,731147177,2.0,0.0,0.0
309,966695420,2305843009263532360,3628991659,3.0,0.3333333333333333,1.0
310,966695420,2305843009263532360,1911843791,2.0,0.0,0.0
311,966695420,2305843009294986933,1911843791,1.0,0.0,0.0
312,966695420,2305843009294986933,731147177,1.0,0.0,0.0
313,966695420,2305843009295514651,1644162710,5.0,0.4,2.0
314,966695420,2305843009299396839,3762467076,3.0,0.6666666666666666,2.0
315,966695420,2305843009299396839,566976653,1.0,0.0,0.0
316,966551018,2305843009265567134,3445437901,1.0,0.0,0.0
317,966551018,2305843009265567134,1706536806,1.0,0.0,0.0
318,966551018,2305843009267916294,3762467076,8.0,0.125,1.0
319,966551018,2305843009267916294,1331482397,1.0,1.0,1.0
320,966551018,2305843009267916294,417474226,1.0,0.0,0.0
321,966551018,2305843009279394004,1911843791,2.0,0.0,0.0
322,966551018,2305843009279394004,1644162710,5.0,0.6,3.0
323,966551018,2305843009284249627,566976653,2.0,0.0,0.0
324,966551018,2305843009284249627,3762467076,3.0,0.3333333333333333,1.0
325,966551018,2305843009263532360,1911843791,4.0,0.5,2.0
326,966551018,2305843009263532360,3628991659,3.0,0.3333333333333333,1.0
327,966551018,2305843009294986933,731147177,1.0,0.0,0.0
328,966551018,2305843009295514651,1644162710,6.0,0.16666666666666666,1.0
329,966445966,2305843009263532360,3628991659,12.0,0.6666666666666666,8.0
330,966445966,2305843009263532360,1911843791,5.0,0.2,1.0
331,966445966,2305843009294986933,1911843791,3.0,0.3333333333333333,1.0
332,966445966,2305843009294986933,1331482397,2.0,0.0,0.0
333,966445966,2305843009294986933,731147177,2.0,0.0,0.0
334,966445966,2305843009295514651,1644162710,8.0,0.375,3.0
335,966445966,2305843009295514651,1825472717,1.0,1.0,1.0
336,966445966,2305843009295514651,417474225,1.0,0.0,0.0
337,966445966,2305843009299396839,566976653,2.0,0.5,1.0
338,966445966,2305843009299396839,1885753220,2.0,1.0,2.0
339,966445966,2305843009262787397,3762467076,7.0,0.2857142857142857,2.0
340,966445966,2305843009262787397,3628991659,5.0,0.4,2.0
341,966445966,2305843009264313341,3628991659,2.0,0.5,1.0
342,966445966,2305843009264313341,3854359821,2.0,0.0,0.0
343,966445966,2305843009273294177,339163900,3.0,0.3333333333333333,1.0
344,966445966,2305843009284925666,1513927138,2.0,0.5,1.0
345,966445966,2305843009284925666,3762467076,2.0,0.5,1.0
346,966332823,2305843009263532360,1911843791,3.0,0.0,0.0
347,966332823,2305843009263532360,3628991659,2.0,0.0,0.0
348,966332823,2305843009294986933,731147177,6.0,0.16666666666666666,1.0
349,966332823,2305843009294986933,1331482397,2.0,0.5,1.0
350,966332823,2305843009294986933,1911843791,1.0,0.0,0.0
351,966332823,2305843009295514651,1644162710,7.0,0.2857142857142857,2.0
352,966332823,2305843009295514651,1825472717,1.0,1.0,1.0
353,966332823,2305843009299396839,1885753220,2.0,1.0,2.0
354,966332823,2305843009299396839,566976653,2.0,0.5,1.0
355,966332823,2305843009268377687,1331482397,2.0,0.0,0.0
356,966332823,2305843009268377687,3762467076,3.0,0.6666666666666666,2.0
357,966332823,2305843009272297239,1331482397,1.0,1.0,1.0
358,966332823,2305843009272436841,3762467076,1.0,1.0,1.0
359,966332823,2305843009277486627,3089417788,1.0,1.0,1.0
360,965881470,2305843009262031968,566976653,2.0,0.0,0.0
361,965881470,2305843009262031968,137879537,3.0,0.0,0.0
362,965881470,2305843009262031968,3762467076,3.0,1.0,3.0
363,965881470,2305843009263184896,566976653,6.0,0.6666666666666666,4.0
364,965881470,2305843009263184896,3762467076,2.0,1.0,2.0
365,965881470,2305843009263184896,1879212552,1.0,0.0,0.0
366,965881470,2305843009264935467,1909527966,4.0,0.75,3.0
367,965881470,2305843009264935467,1960218487,1.0,0.0,0.0
368,965881470,2305843009278910906,566976653,3.0,0.3333333333333333,1.0
369,965881470,2305843009278910906,3762467076,3.0,0.3333333333333333,1.0
370,965881470,2305843009278910906,3445437901,1.0,0.0,0.0
371,965881470,2305843009262558687,566976653,1.0,1.0,1.0
372,965881470,2305843009262558687,3762467076,7.0,0.5714285714285714,4.0
373,965881470,2305843009269677794,1644162710,4.0,0.5,2.0
374,965881470,2305843009269677794,2909905776,2.0,0.5,1.0
375,965881470,2305843009269677794,3582424018,3.0,0.0,0.0
376,965881470,2305843009295514651,1644162710,3.0,0.0,0.0
377,965881470,2305843009299119905,1644162710,5.0,0.2,1.0
378,965781585,2305843009262558687,3762467076,5.0,0.8,4.0
379,965781585,2305843009262558687,566976653,1.0,0.0,0.0
380,965781585,2305843009262558687,3141979347,1.0,1.0,1.0
381,965781585,2305843009269677794,3762467076,6.0,0.3333333333333333,2.0
382,965781585,2305843009295514651,417474225,1.0,0.0,0.0
383,965781585,2305843009295514651,1644162710,2.0,0.5,1.0
384,965781585,2305843009295514651,1825472717,1.0,0.0,0.0
385,965781585,2305843009299119905,1644162710,7.0,0.2857142857142857,2.0
386,965781585,2305843009262002708,3762467076,1.0,0.0,0.0
387,965781585,2305843009263762909,1911843791,2.0,0.5,1.0
388,965781585,2305843009277579123,1909527966,1.0,0.0,0.0
389,965781585,2305843009277579123,3580904580,1.0,0.0,0.0
390,965781585,2305843009295494404,1331482397,1.0,1.0,1.0
391,965015465,2305843009260407926,1048266744,6.0,0.16666666666666666,1.0
392,965015465,2305843009260407926,1825472717,1.0,1.0,1.0
393,965015465,2305843009264341017,1331482397,5.0,0.6,3.0
394,965015465,2305843009266793892,3762467076,4.0,0.75,3.0
395,965015465,2305843009266793892,1331482397,1.0,1.0,1.0
396,965015465,2305843009293607746,3762467076,3.0,0.3333333333333333,1.0
397,965015465,2305843009293607746,1644162710,2.0,0.0,0.0
398,965015465,2305843009293607746,417474226,3.0,0.0,0.0
399,965015465,2305843009263449885,1773600468,1.0,0.0,0.0
400,965015465,2305843009263449885,3628991659,1.0,1.0,1.0
401,965015465,2305843009268317163,2505533224,1.0,0.0,0.0
402,965015465,2305843009286315044,2517599010,1.0,0.0,0.0
403,965015465,2305843009295514651,1644162710,2.0,0.5,1.0
404,1352740414,2305843009267442352,3762467076,2.0,0.0,0.0
405,1352740414,2305843009267442352,1048266744,2.0,1.0,2.0
406,1352740414,2305843009278867175,3188460622,1.0,0.0,0.0
407,1352740414,2305843009278867175,2516360525,2.0,0.0,0.0
408,1352740414,2305843009311424614,1508896098,5.0,0.0,0.0
409,1352740414,2305843009319298635,1644162710,3.0,1.0,3.0
410,1352740414,2305843009263241486,2091737595,1.0,0.0,0.0
411,1352740414,2305843009290646515,3762467076,1.0,0.0,0.0
412,1352740414,2305843009267679583,1960218487,1.0,0.0,0.0
413,1352740414,2305843009260671500,1909527966,1.0,0.0,0.0
414,1352723163,2305843009267442352,1048266744,6.0,0.0,0.0
415,1352723163,2305843009267442352,3762467076,5.0,0.2,1.0
416,1352723163,2305843009260418399,339163900,8.0,0.625,5.0
417,1352723163,2305843009291996606,1345867570,2.0,0.0,0.0
418,1352723163,2305843009291996606,3336215727,1.0,1.0,1.0
419,1352723163,2305843009291996606,4203034886,2.0,0.0,0.0
420,1352723163,2305843009319290478,3361694402,3.0,0.6666666666666666,2.0
421,1352723163,2305843009265899204,2517599010,2.0,0.5,1.0
422,1352723163,2305843009265899204,1345867570,1.0,1.0,1.0
423,1352723163,2305843009265899204,137879537,1.0,0.0,0.0
424,1352723163,2305843009320576909,1644162710,6.0,0.5,3.0
425,1352723163,2305843009319627610,468276817,3.0,0.0,0.0
426,1352723163,2305843009319627610,3141979347,1.0,0.0,0.0
427,1352723163,2305843009319748277,1669771780,2.0,0.0,0.0
428,1326037618,2305843009265383812,3393130645,5.0,0.4,2.0
429,1326037618,2305843009265383812,3748713779,5.0,0.0,0.0
430,1326037618,2305843009267442352,3762467076,14.0,0.14285714285714285,2.0
431,1326037618,2305843009267442352,4203034886,1.0,0.0,0.0
