teamID,playersID,Grenade,Melee,assists,Ability,Super
2305843009260294880230584300926065511223058430092657851422305843009265925242,2305843009260294880,0.8888888888888888,0.1111111111111111,4.444444444444445,0.0,1.7777777777777777
2305843009260294880230584300926065511223058430092657851422305843009265925242,2305843009260655112,1.2222222222222223,0.0,7.0,0.0,2.0
2305843009260294880230584300926065511223058430092657851422305843009265925242,2305843009265785142,0.4444444444444444,0.1111111111111111,5.444444444444445,0.2222222222222222,0.6666666666666666
2305843009260294880230584300926065511223058430092657851422305843009265925242,2305843009265925242,0.6666666666666666,0.6666666666666666,5.666666666666667,0.0,1.3333333333333333
2305843009260301047230584300926407495723058430092908951392305843009290965137,2305843009260301047,0.3,0.7,3.1,0.0,0.7
2305843009260301047230584300926407495723058430092908951392305843009290965137,2305843009264074957,0.0,0.1,2.5,0.0,0.1
2305843009260301047230584300926407495723058430092908951392305843009290965137,2305843009290895139,0.0,1.1,2.8,0.0,0.6
2305843009260301047230584300926407495723058430092908951392305843009290965137,2305843009290965137,0.5,0.0,3.4,0.0,0.3
2305843009260304802230584300926112491023058430092627147842305843009269893032,2305843009260304802,0.25,0.5,6.5,0.0,1.125
2305843009260304802230584300926112491023058430092627147842305843009269893032,2305843009261124910,0.5,0.0,5.625,0.0,1.125
2305843009260304802230584300926112491023058430092627147842305843009269893032,2305843009262714784,0.25,0.75,5.875,0.0,0.125
2305843009260304802230584300926112491023058430092627147842305843009269893032,2305843009269893032,0.625,0.25,4.875,0.0,0.75
2305843009260306096230584300926893816923058430092689547272305843009284689157,2305843009260306096,0.75,0.5,1.875,0.0,0.75
2305843009260306096230584300926893816923058430092689547272305843009284689157,2305843009268938169,0.375,0.125,2.125,0.0,0.0
2305843009260306096230584300926893816923058430092689547272305843009284689157,2305843009268954727,0.5,0.125,3.625,0.0,1.0
2305843009260306096230584300926893816923058430092689547272305843009284689157,2305843009284689157,0.125,0.125,3.875,0.0,0.875
2305843009260307017230584300926409646823058430092643115142305843009267824705,2305843009260307017,0.6428571428571429,0.21428571428571427,6.5,0.0,0.0
2305843009260307017230584300926409646823058430092643115142305843009267824705,2305843009264096468,0.35714285714285715,0.5714285714285714,6.857142857142857,0.0,0.0
2305843009260307017230584300926409646823058430092643115142305843009267824705,2305843009264311514,0.2857142857142857,0.5714285714285714,5.785714285714286,0.0,0.8571428571428571
2305843009260307017230584300926409646823058430092643115142305843009267824705,2305843009267824705,0.7857142857142857,0.2857142857142857,5.714285714285714,0.0,0.7857142857142857
2305843009260309699230584300926052035523058430092659082862305843009283578425,2305843009260309699,0.5454545454545454,0.36363636363636365,1.9090909090909092,0.09090909090909091,0.18181818181818182
2305843009260309699230584300926052035523058430092659082862305843009283578425,2305843009260520355,0.18181818181818182,0.2727272727272727,2.4545454545454546,0.0,0.36363636363636365
2305843009260309699230584300926052035523058430092659082862305843009283578425,2305843009265908286,0.18181818181818182,0.36363636363636365,2.3636363636363638,0.0,0.6363636363636364
2305843009260309699230584300926052035523058430092659082862305843009283578425,2305843009283578425,0.5454545454545454,0.09090909090909091,1.9090909090909092,0.18181818181818182,0.36363636363636365
2305843009260313050230584300926156342923058430092662893912305843009294828645,2305843009260313050,0.25,0.8333333333333334,1.8333333333333333,0.0,0.3333333333333333
2305843009260313050230584300926156342923058430092662893912305843009294828645,2305843009261563429,0.5,0.08333333333333333,1.5,0.0,0.3333333333333333
