Ability,Character_Level,Grenade,KDA,Lightlevel,Melee,Super,assists,avg_score_per_life,deaths,efficiency,kills,score,Auto Rifle,Fusion Rifle,Grenade Launcher,Hand Cannon,Linear Fusion Rifle,Pulse Rifle,Rocket Launcher,Scout Rifle,Shotgun,Sidearm,Sniper Rifle,Submachine Gun,Sword,Trace Rifle,weapon_kills,Pro Auto Rifle,Pro Fusion Rifle,Pro Grenade Launcher,Pro Hand Cannon,Pro Linear Fusion Rifle,Pro Pulse Rifle,Pro Rocket Launcher,Pro Scout Rifle,Pro Shotgun,Pro Sidearm,Pro Sniper Rifle,Pro Submachine Gun,Pro Sword,Pro Trace Rifle,performance_cluster,weapon_pro_cluster,playersID,teamID,Character_Class
0.0,0.8,0.40000000000000013,0.16090623351011935,0.8935323383084577,0.022675736961451247,0.14222222222222225,0.4016477857878475,0.03538236545208334,0.5622032288698956,0.15179140696365678,0.4179961710274409,0.04354998350379411,0.15057915057915058,0.0,0.0,0.0,0.0,0.17600000000000002,0.050806451612903224,0.01065891472868217,0.0,0.0,0.0,0.0,0.0,0.0,0.16672602617754423,0.6149802890932983,0.0,0.0,0.0,0.0,0.2775295663600526,0.04967148488830486,0.057818659658344276,0.0,0.0,0.0,0.0,0.0,0.0,4,6,2305843009260294880,2305843009260294880230584300926065511223058430092657851422305843009265925242,Warlock
0.0,0.8,0.135,0.07233604918833142,0.8698507462686567,0.14285714285714282,0.055999999999999994,0.2770339855818743,0.03228915850722154,0.7111111111111112,0.06637974849382092,0.37102744097000634,0.0602771362586605,0.014671814671814672,0.0,0.0,0.0,0.0,0.01,0.04516129032258064,0.006136950904392763,0.0,0.0,0.0,0.0,0.0,0.0,0.023268928264031093,0.39130434782608703,0.0,0.0,0.0,0.0,0.10297482837528604,0.2883295194508009,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,3,6,2305843009260301047,2305843009260301047230584300926407495723058430092908951392305843009290965137,Warlock
0.0,1.0,0.11250000000000002,0.6494242951433615,0.9384328358208955,0.1020408163265306,0.09,0.592173017507724,0.1772504897618313,0.2478632478632479,0.6104942821140724,0.7523931078493937,0.13361926756845924,0.022522522522522518,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0.0,0.0,0.0,0.0,0.054634146341463415,0.0,0.0,0.03588282432552754,0.4041570438799077,0.0,0.0,0.0,0.0,0.0,0.20785219399538107,0.0,0.0,0.0,0.0,0.4907880358249309,0.0,0.0,4,1,2305843009260304802,2305843009260304802230584300926112491023058430092627147842305843009269893032,Hunter
0.0,0.8,0.3375,0.47409660154849326,0.9044776119402985,0.1020408163265306,0.06,0.16349124613800203,0.13493975051415233,0.2307692307692308,0.4134411925536721,0.43075941289087427,0.0829552952820851,0.007722007722007722,0.02564102564102564,0.0,0.004545454545454545,0.0,0.0,0.016129032258064516,0.005652454780361757,0.0,0.037815126050420166,0.28888888888888886,0.03902439024390244,0.0,0.0,0.04552874484314248,0.11083743842364532,0.0808189655172414,0.0,0.05541871921182266,0.0,0.0,0.05541871921182266,0.10775862068965517,0.0,0.249384236453202,0.31342817299333525,0.28040713341686546,0.0,0.0,4,3,2305843009260306096,2305843009260306096230584300926893816923058430092689547272305843009284689157,Warlock
0.0,1.0,0.28928571428571437,0.2616783164599204,0.9970149253731343,0.04373177842565597,0.0,0.592173017507724,0.05521427215397118,0.4493284493284494,0.27687075293646707,0.4274774364117057,0.061931470047603326,0.016848016848016848,0.0,0.07083333333333333,0.0,0.0,0.0,0.0,0.0062499999999999995,0.0,0.0,0.0,0.03953786906290115,0.0,0.0,0.031229457597499052,0.34382981931969203,0.0,0.26790073421992666,0.0,0.0,0.0,0.0,0.16940781722730658,0.0,0.0,0.0,0.40392868234660717,0.0,0.0,0,1,2305843009260307017,2305843009260307017230584300926409646823058430092643115142305843009267824705,Hunter
0.16363636363636366,0.8,0.24545454545454548,0.08159108716885048,0.9074626865671642,0.07421150278293136,0.014545454545454549,0.16665106263458473,0.05119297183789646,0.33566433566433573,0.07771872453644167,0.1905784069153565,0.05992621697009686,0.007722007722007722,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.005087209302325582,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.015359273439586853,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.25925925925925924,0.0,0.0,0.0,0.0,0.1830065359477124,0.0,2,6,2305843009260309699,2305843009260309699230584300926052035523058430092659082862305843009283578425,Warlock
0.0,0.9933333333333332,0.11250000000000002,0.055970936606801594,0.87363184079602,0.17006802721088435,0.026666666666666665,0.15962924819773427,0.024909316011504517,0.40455840455840464,0.052411973086707406,0.16656030631780472,0.040333223358627504,0.007078507078507079,0.05128205128205128,0.0,0.015909090909090907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016917460600124647,0.25,0.3977272727272729,0.0,0.4772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2305843009260313050,2305843009260313050230584300926156342923058430092662893912305843009294828645,Titan
0.0,1.0,0.1,0.004885707497959981,1.0,0.0,0.0,0.0,0.000840009834261474,0.3494776828110162,0.0027816742350395846,0.024888321633694956,0.0006598482349059712,0.005791505791505792,0.0,0.0,0.0,0.0,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.004006766984240049,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2305843009260314368,2305843009260314368230584300928558757523058430092859879742305843009294145614,Warlock
0.0,1.0,0.5062500000000001,0.2726773706600796,1.0,0.02551020408163265,0.05,0.17507723995880534,0.17456326317966647,0.23931623931623933,0.2564192482347067,0.24696873005743458,0.08778043549983502,0.012338425381903642,0.0,0.03333333333333333,0.0,0.0,0.035,0.016129032258064516,0.004482606996286886,0.0,0.0,0.0,0.0,0.0,0.0,0.024675458055299786,0.3121464641958566,0.0,0.1562855766313949,0.0,0.0,0.3418746988811763,0.0976784853946218,0.15062186613372353,0.0,0.0,0.0,0.0,0.0,0.0,4,6,2305843009260314920,2305843009260314920230584300926119480823058430092642156462305843009268588711,Titan
0.0,1.0,0.18749999999999997,0.09608388161888205,1.0,0.03401360544217687,0.04666666666666667,0.28321318228630277,0.02321295468825,0.46153846153846156,0.09646962960721547,0.23165283982131463,0.024249422632794452,0.012338425381903642,0.0,0.03333333333333333,0.0,0.0,0.035,0.016129032258064516,0.004482606996286886,0.0,0.0,0.0,0.0,0.0,0.0,0.024675458055299786,0.3121464641958566,0.0,0.1562855766313949,0.0,0.0,0.3418746988811763,0.0976784853946218,0.15062186613372353,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2305843009260314920,2305843009260314920230584300926119480923058430092642156462305843009290826059,Titan
