,matchID,mode,standing,team_id,teamscore
265,1283598918,0,NA,NA,127.0
266,1283598918,0,NA,NA,127.0
267,1283598918,0,NA,NA,127.0
268,1283598918,0,NA,NA,87.0
269,1283598918,0,NA,NA,127.0
270,1283598918,0,NA,NA,87.0
271,1283598918,0,NA,NA,87.0
272,1283554184,0,NA,NA,127.0
273,1283554184,0,NA,NA,127.0
274,1283554184,0,NA,NA,89.0
275,1283554184,0,NA,NA,127.0
276,1283554184,0,NA,NA,89.0
277,1283554184,0,NA,NA,127.0
278,1283554184,0,NA,NA,89.0
279,1283554184,0,NA,NA,89.0
280,1463016343,43,1.0,17.0,82.0
281,1463016343,43,0.0,16.0,88.0
282,1463016343,43,1.0,17.0,82.0
283,1463016343,43,0.0,16.0,88.0
284,1463016343,43,0.0,16.0,88.0
285,1463016343,43,0.0,16.0,88.0
286,1463016343,43,1.0,17.0,82.0
287,1463016343,43,1.0,17.0,82.0
288,1456061216,43,0.0,17.0,68.0
289,1456061216,43,0.0,17.0,68.0
290,1456061216,43,1.0,16.0,61.0
291,1456061216,43,0.0,17.0,68.0
292,1456061216,43,1.0,16.0,61.0
293,1456061216,43,1.0,16.0,61.0
294,1456061216,43,1.0,16.0,61.0
295,1456061216,43,0.0,17.0,68.0
296,1464644686,43,0.0,16.0,85.0
297,1464644686,43,1.0,17.0,63.0
298,1464644686,43,0.0,16.0,85.0
299,1464644686,43,0.0,16.0,85.0
300,1464644686,43,0.0,16.0,85.0
301,1464644686,43,1.0,17.0,63.0
302,1464644686,43,1.0,17.0,63.0
303,1464644686,43,1.0,17.0,63.0
304,1388946377,0,NA,NA,116.0
305,1388946377,0,NA,NA,116.0
306,1388946377,0,NA,NA,126.0
307,1388946377,0,NA,NA,126.0
308,1388946377,0,NA,NA,126.0
309,1388946377,0,NA,NA,126.0
310,1388946377,0,NA,NA,116.0
311,1388946377,0,NA,NA,116.0
312,1388925136,0,NA,NA,127.0
313,1388925136,0,NA,NA,127.0
314,1388925136,0,NA,NA,88.0
315,1388925136,0,NA,NA,127.0
316,1388925136,0,NA,NA,88.0
317,1388925136,0,NA,NA,88.0
318,1388925136,0,NA,NA,127.0
319,1388925136,0,NA,NA,88.0
320,1388904793,0,NA,NA,127.0
321,1388904793,0,NA,NA,127.0
322,1388904793,0,NA,NA,127.0
323,1388904793,0,NA,NA,93.0
324,1388904793,0,NA,NA,93.0
325,1388904793,0,NA,NA,93.0
326,1388904793,0,NA,NA,93.0
327,1388904793,0,NA,NA,127.0
328,1388885797,0,NA,NA,126.0
329,1388885797,0,NA,NA,98.0
330,1388885797,0,NA,NA,98.0
331,1388885797,0,NA,NA,126.0
332,1388885797,0,NA,NA,126.0
333,1388885797,0,NA,NA,98.0
334,1388885797,0,NA,NA,98.0
335,1388885797,0,NA,NA,126.0
336,1281089502,0,NA,NA,126.0
337,1281089502,0,NA,NA,107.0
338,1281089502,0,NA,NA,126.0
339,1281089502,0,NA,NA,126.0
340,1281089502,0,NA,NA,107.0
341,1281089502,0,NA,NA,107.0
342,1281089502,0,NA,NA,107.0
343,1281089502,0,NA,NA,126.0
344,1270618966,0,NA,NA,120.0
345,1270618966,0,NA,NA,127.0
346,1270618966,0,NA,NA,127.0
347,1270618966,0,NA,NA,120.0
348,1270618966,0,NA,NA,127.0
349,1270618966,0,NA,NA,127.0
350,1270618966,0,NA,NA,120.0
351,1270618966,0,NA,NA,120.0
352,1270589427,0,NA,NA,125.0
353,1270589427,0,NA,NA,125.0
354,1270589427,0,NA,NA,88.0
355,1270589427,0,NA,NA,88.0
356,1270589427,0,NA,NA,125.0
357,1270589427,0,NA,NA,125.0
358,1270589427,0,NA,NA,88.0
359,1270589427,0,NA,NA,88.0
360,1370105164,0,NA,NA,105.0
361,1370105164,0,NA,NA,113.0
362,1370105164,0,NA,NA,113.0
363,1370105164,0,NA,NA,113.0
364,1370105164,0,NA,NA,105.0
365,1370105164,0,NA,NA,105.0
366,1370105164,0,NA,NA,105.0
367,1370105164,0,NA,NA,113.0
368,1370057550,0,NA,NA,125.0
369,1370057550,0,NA,NA,125.0
370,1370057550,0,NA,NA,108.0
371,1370057550,0,NA,NA,108.0
372,1370057550,0,NA,NA,125.0
373,1370057550,0,NA,NA,125.0
374,1370057550,0,NA,NA,108.0
375,1370057550,0,NA,NA,108.0
376,1369966831,0,NA,NA,126.0
377,1369966831,0,NA,NA,105.0
378,1369966831,0,NA,NA,126.0
379,1369966831,0,NA,NA,126.0
380,1369966831,0,NA,NA,105.0
381,1369966831,0,NA,NA,105.0
382,1369966831,0,NA,NA,126.0
383,1369966831,0,NA,NA,105.0
384,1309317603,4,NA,NA,0.0
385,1309317603,4,NA,NA,0.0
386,1309317603,4,NA,NA,0.0
387,1309317603,4,NA,NA,0.0
388,1309317603,4,NA,NA,0.0
389,1309317603,4,NA,NA,0.0
390,1309317603,4,NA,NA,0.0
391,1309317603,4,NA,NA,0.0
392,1335759050,37,0.0,16.0,4.0
393,1335759050,37,0.0,16.0,4.0
394,1335759050,37,0.0,16.0,4.0
395,1335759050,37,0.0,16.0,4.0
396,1335759050,37,1.0,17.0,1.0
397,1335759050,37,1.0,17.0,1.0
398,1335759050,37,1.0,17.0,1.0
399,1335759050,37,1.0,17.0,1.0
400,1323714747,0,NA,NA,125.0
401,1323714747,0,NA,NA,98.0
402,1323714747,0,NA,NA,125.0
403,1323714747,0,NA,NA,98.0
404,1323714747,0,NA,NA,125.0
405,1323714747,0,NA,NA,98.0
406,1323714747,0,NA,NA,98.0
407,1323714747,0,NA,NA,125.0
408,1316189960,0,NA,NA,126.0
409,1316189960,0,NA,NA,126.0
410,1316189960,0,NA,NA,85.0
411,1316189960,0,NA,NA,126.0
412,1316189960,0,NA,NA,85.0
413,1316189960,0,NA,NA,85.0
414,1316189960,0,NA,NA,85.0
415,1316189960,0,NA,NA,126.0
416,959119838,42,0.0,16.0,4.0
417,959119838,42,0.0,16.0,4.0
418,959119838,42,0.0,16.0,4.0
419,959119838,42,0.0,16.0,4.0
420,959119838,42,1.0,17.0,2.0
421,959119838,42,1.0,17.0,2.0
422,959119838,42,1.0,17.0,2.0
423,959119838,42,1.0,17.0,2.0
424,958956379,42,0.0,17.0,4.0
425,958956379,42,0.0,17.0,4.0
426,958956379,42,0.0,17.0,4.0
427,958956379,42,0.0,17.0,4.0
428,958956379,42,1.0,16.0,0.0
429,958956379,42,1.0,16.0,0.0
430,958956379,42,1.0,16.0,0.0
431,958956379,42,1.0,16.0,0.0
432,958852148,42,0.0,16.0,4.0
433,958852148,42,0.0,16.0,4.0
434,958852148,42,0.0,16.0,4.0
435,958852148,42,0.0,16.0,4.0
436,958852148,42,1.0,17.0,1.0
437,958852148,42,1.0,17.0,1.0
438,958852148,42,1.0,17.0,1.0
439,958852148,42,1.0,17.0,1.0
440,958653557,42,0.0,16.0,4.0
441,958653557,42,0.0,16.0,4.0
442,958653557,42,0.0,16.0,4.0
443,958653557,42,0.0,16.0,4.0
444,958653557,42,1.0,17.0,1.0
445,958653557,42,1.0,17.0,1.0
446,958653557,42,1.0,17.0,1.0
447,958653557,42,1.0,17.0,1.0
448,743142748,41,0.0,17.0,6.0
449,743142748,41,0.0,17.0,6.0
450,743142748,41,0.0,17.0,6.0
451,743142748,41,0.0,17.0,6.0
452,743142748,41,1.0,16.0,3.0
453,743142748,41,1.0,16.0,3.0
454,743142748,41,1.0,16.0,3.0
455,743142748,41,1.0,16.0,3.0
456,743064915,41,0.0,16.0,6.0
457,743064915,41,0.0,16.0,6.0
458,743064915,41,0.0,16.0,6.0
459,743064915,41,0.0,16.0,6.0
460,743064915,41,1.0,17.0,1.0
461,743064915,41,1.0,17.0,1.0
462,743064915,41,1.0,17.0,1.0
463,743064915,41,1.0,17.0,1.0
464,742999214,41,0.0,17.0,6.0
465,742999214,41,0.0,17.0,6.0
466,742999214,41,0.0,17.0,6.0
467,742999214,41,0.0,17.0,6.0
468,742999214,41,1.0,16.0,4.0
469,742999214,41,1.0,16.0,4.0
470,742999214,41,1.0,16.0,4.0
471,742999214,41,1.0,16.0,4.0
472,742911504,41,0.0,16.0,6.0
473,742911504,41,0.0,16.0,6.0
474,742911504,41,0.0,16.0,6.0
475,742911504,41,0.0,16.0,6.0
476,742911504,41,1.0,17.0,1.0
477,742911504,41,1.0,17.0,1.0
478,742911504,41,1.0,17.0,1.0
479,742911504,41,1.0,17.0,1.0
480,742845034,41,0.0,17.0,6.0
481,742845034,41,0.0,17.0,6.0
482,742845034,41,0.0,17.0,6.0
483,742845034,41,0.0,17.0,6.0
484,742845034,41,1.0,16.0,1.0
485,742845034,41,1.0,16.0,1.0
486,742845034,41,1.0,16.0,1.0
487,742845034,41,1.0,16.0,1.0
488,670341365,42,0.0,16.0,4.0
489,670341365,42,0.0,16.0,4.0
490,670341365,42,0.0,16.0,4.0
491,670341365,42,0.0,16.0,4.0
492,670341365,42,1.0,17.0,0.0
493,670341365,42,1.0,17.0,0.0
494,670341365,42,1.0,17.0,0.0
495,670341365,42,1.0,17.0,0.0
496,670252780,42,0.0,16.0,4.0
497,670252780,42,0.0,16.0,4.0
498,670252780,42,0.0,16.0,4.0
499,670252780,42,0.0,16.0,4.0
500,670252780,42,1.0,17.0,0.0
501,670252780,42,1.0,17.0,0.0
502,670252780,42,1.0,17.0,0.0
503,670252780,42,1.0,17.0,0.0
504,670160034,42,0.0,17.0,4.0
505,670160034,42,0.0,17.0,4.0
506,670160034,42,0.0,17.0,4.0
507,670160034,42,0.0,17.0,4.0
508,670160034,42,1.0,16.0,0.0
509,670160034,42,1.0,16.0,0.0
510,670160034,42,1.0,16.0,0.0
511,670160034,42,1.0,16.0,0.0
512,670063135,42,0.0,16.0,2.0
513,670063135,42,0.0,16.0,2.0
514,670063135,42,0.0,16.0,2.0
515,670063135,42,0.0,16.0,2.0
516,670063135,42,1.0,17.0,0.0
517,670063135,42,1.0,17.0,0.0
518,670063135,42,1.0,17.0,0.0
519,670063135,42,1.0,17.0,0.0
520,669999330,42,0.0,17.0,1.0
521,669999330,42,0.0,17.0,1.0
522,669999330,42,0.0,17.0,1.0
523,669999330,42,0.0,17.0,1.0
524,669999330,42,1.0,16.0,0.0
525,669999330,42,1.0,16.0,0.0
526,669999330,42,1.0,16.0,0.0
527,669999330,42,1.0,16.0,0.0
528,669938016,42,0.0,17.0,4.0
529,669938016,42,0.0,17.0,4.0
530,669938016,42,0.0,17.0,4.0
531,669938016,42,0.0,17.0,4.0
532,669938016,42,1.0,16.0,1.0
533,669938016,42,1.0,16.0,1.0
534,669938016,42,1.0,16.0,1.0
535,669938016,42,1.0,16.0,1.0
536,669814702,42,0.0,16.0,4.0
537,669814702,42,0.0,16.0,4.0
538,669814702,42,0.0,16.0,4.0
539,669814702,42,0.0,16.0,4.0
540,669814702,42,1.0,17.0,0.0
541,669814702,42,1.0,17.0,0.0
542,669814702,42,1.0,17.0,0.0
543,669814702,42,1.0,17.0,0.0
544,499786856,41,0.0,16.0,6.0
545,499786856,41,0.0,16.0,6.0
546,499786856,41,0.0,16.0,6.0
547,499786856,41,0.0,16.0,6.0
548,499786856,41,1.0,17.0,0.0
549,499786856,41,1.0,17.0,0.0
550,499786856,41,1.0,17.0,0.0
551,499786856,41,1.0,17.0,0.0
552,499560208,41,0.0,16.0,5.0
553,499560208,41,0.0,16.0,5.0
554,499560208,41,0.0,16.0,5.0
555,499560208,41,0.0,16.0,5.0
556,499560208,41,1.0,17.0,4.0
557,499560208,41,1.0,17.0,4.0
558,499560208,41,1.0,17.0,4.0
559,499560208,41,1.0,17.0,4.0
560,499230448,41,0.0,16.0,6.0
561,499230448,41,0.0,16.0,6.0
562,499230448,41,0.0,16.0,6.0
563,499230448,41,0.0,16.0,6.0
564,499230448,41,1.0,17.0,4.0
565,499230448,41,1.0,17.0,4.0
566,499230448,41,1.0,17.0,4.0
567,499230448,41,1.0,17.0,4.0
568,473670999,41,0.0,16.0,6.0
569,473670999,41,0.0,16.0,6.0
570,473670999,41,0.0,16.0,6.0
571,473670999,41,0.0,16.0,6.0
572,473670999,41,1.0,17.0,0.0
573,473670999,41,1.0,17.0,0.0
574,473670999,41,1.0,17.0,0.0
575,473670999,41,1.0,17.0,0.0
576,473534803,41,0.0,17.0,6.0
577,473534803,41,0.0,17.0,6.0
578,473534803,41,0.0,17.0,6.0
579,473534803,41,0.0,17.0,6.0
580,473534803,41,1.0,16.0,3.0
581,473534803,41,1.0,16.0,3.0
582,473534803,41,1.0,16.0,3.0
583,473534803,41,1.0,16.0,3.0
584,473321093,41,0.0,16.0,6.0
585,473321093,41,0.0,16.0,6.0
586,473321093,41,0.0,16.0,6.0
587,473321093,41,0.0,16.0,6.0
588,473321093,41,1.0,17.0,2.0
589,473321093,41,1.0,17.0,2.0
590,473321093,41,1.0,17.0,2.0
591,473321093,41,1.0,17.0,2.0
592,473112807,41,0.0,16.0,6.0
593,473112807,41,0.0,16.0,6.0
594,473112807,41,0.0,16.0,6.0
595,473112807,41,0.0,16.0,6.0
596,473112807,41,1.0,17.0,0.0
597,473112807,41,1.0,17.0,0.0
598,473112807,41,1.0,17.0,0.0
599,473112807,41,1.0,17.0,0.0
600,941176978,31,0.0,17.0,35.0
601,941176978,31,1.0,16.0,33.0
602,941176978,31,1.0,16.0,33.0
603,941176978,31,1.0,16.0,33.0
604,941176978,31,0.0,17.0,35.0
605,941176978,31,0.0,17.0,35.0
606,941176978,31,1.0,16.0,33.0
607,941176978,31,0.0,17.0,35.0
608,732334999,43,0.0,16.0,100.0
609,732334999,43,0.0,16.0,100.0
610,732334999,43,0.0,16.0,100.0
611,732334999,43,1.0,17.0,69.0
612,732334999,43,1.0,17.0,69.0
613,732334999,43,0.0,16.0,100.0
614,732334999,43,1.0,17.0,69.0
615,732334999,43,1.0,17.0,69.0
616,732297666,43,0.0,17.0,88.0
617,732297666,43,0.0,17.0,88.0
618,732297666,43,1.0,16.0,72.0
619,732297666,43,1.0,16.0,72.0
620,732297666,43,0.0,17.0,88.0
621,732297666,43,1.0,16.0,72.0
622,732297666,43,0.0,17.0,88.0
623,732297666,43,1.0,16.0,72.0
624,732128040,43,0.0,17.0,78.0
625,732128040,43,0.0,17.0,78.0
626,732128040,43,1.0,16.0,60.0
627,732128040,43,1.0,16.0,60.0
628,732128040,43,0.0,17.0,78.0
629,732128040,43,0.0,17.0,78.0
630,732128040,43,1.0,16.0,60.0
631,732128040,43,1.0,16.0,60.0
632,732011591,43,0.0,16.0,99.0
633,732011591,43,1.0,17.0,63.0
634,732011591,43,0.0,16.0,99.0
635,732011591,43,0.0,16.0,99.0
636,732011591,43,0.0,16.0,99.0
637,732011591,43,1.0,17.0,63.0
638,732011591,43,1.0,17.0,63.0
639,732011591,43,1.0,17.0,63.0
640,632076819,41,0.0,16.0,6.0
641,632076819,41,0.0,16.0,6.0
642,632076819,41,0.0,16.0,6.0
643,632076819,41,0.0,16.0,6.0
644,632076819,41,1.0,17.0,2.0
645,632076819,41,1.0,17.0,2.0
646,632076819,41,1.0,17.0,2.0
647,632076819,41,1.0,17.0,2.0
648,631905685,41,0.0,16.0,6.0
649,631905685,41,0.0,16.0,6.0
650,631905685,41,0.0,16.0,6.0
651,631905685,41,0.0,16.0,6.0
652,631905685,41,1.0,17.0,3.0
653,631905685,41,1.0,17.0,3.0
654,631905685,41,1.0,17.0,3.0
655,631905685,41,1.0,17.0,3.0
656,631698807,41,0.0,17.0,6.0
657,631698807,41,0.0,17.0,6.0
658,631698807,41,0.0,17.0,6.0
659,631698807,41,0.0,17.0,6.0
660,631698807,41,1.0,16.0,4.0
661,631698807,41,1.0,16.0,4.0
662,631698807,41,1.0,16.0,4.0
663,631698807,41,1.0,16.0,4.0
664,1316174276,0,NA,NA,125.0
665,1316174276,0,NA,NA,81.0
666,1316174276,0,NA,NA,125.0
667,1316174276,0,NA,NA,81.0
668,1316174276,0,NA,NA,125.0
669,1316174276,0,NA,NA,125.0
670,1316174276,0,NA,NA,81.0
671,1316174276,0,NA,NA,81.0
672,1316106787,0,NA,NA,127.0
673,1316106787,0,NA,NA,127.0
674,1316106787,0,NA,NA,127.0
675,1316106787,0,NA,NA,55.0
676,1316106787,0,NA,NA,127.0
677,1316106787,0,NA,NA,55.0
678,1316106787,0,NA,NA,55.0
679,1316106787,0,NA,NA,55.0
680,1316046945,0,NA,NA,125.0
681,1316046945,0,NA,NA,114.0
682,1316046945,0,NA,NA,114.0
683,1316046945,0,NA,NA,125.0
684,1316046945,0,NA,NA,125.0
685,1316046945,0,NA,NA,114.0
686,1316046945,0,NA,NA,125.0
687,1316046945,0,NA,NA,114.0
688,1315976273,0,NA,NA,125.0
689,1315976273,0,NA,NA,125.0
690,1315976273,0,NA,NA,102.0
691,1315976273,0,NA,NA,102.0
692,1315976273,0,NA,NA,125.0
693,1315976273,0,NA,NA,102.0
694,1315976273,0,NA,NA,102.0
695,1315976273,0,NA,NA,125.0
696,1315898708,0,NA,NA,100.0
697,1315898708,0,NA,NA,127.0
698,1315898708,0,NA,NA,127.0
699,1315898708,0,NA,NA,127.0
700,1315898708,0,NA,NA,100.0
701,1315898708,0,NA,NA,100.0
702,1315898708,0,NA,NA,127.0
703,1315898708,0,NA,NA,100.0
